FuncName,FcCreateVM,StdDev,NewContainer,StdDev,NewTask,StdDev,TaskStart,StdDev,TaskWait,StdDev,Total,StdDev
helloworld,963581,NaN,644773,NaN,180137,NaN,8329,NaN,83,NaN,1796903,NaN
helloworld,966285,NaN,516964,NaN,185654,NaN,8333,NaN,87,NaN,1677323,NaN
helloworld,963065,NaN,239604,NaN,203599,NaN,17650,NaN,113,NaN,1424031,NaN
helloworld,960707,NaN,378383,NaN,209832,NaN,23666,NaN,66,NaN,1572654,NaN
helloworld,963409,2289.1,444931,174846.0,194805,14166.1,14494,7528.9,87,19.4,1617727,158330.3
helloworld,950614,NaN,525082,NaN,196201,NaN,7781,NaN,176,NaN,1679854,NaN
helloworld,949866,NaN,393252,NaN,251660,NaN,15297,NaN,104,NaN,1610179,NaN
helloworld,948880,NaN,254009,NaN,198856,NaN,13085,NaN,107,NaN,1414937,NaN
helloworld,972453,NaN,622341,NaN,182981,NaN,8258,NaN,46,NaN,1786079,NaN
helloworld,955453,11355.4,448671,160171.2,207424,30296.6,11105,3680.9,108,53.2,1622762,156291.9
helloworld,961398,NaN,499106,NaN,183420,NaN,8099,NaN,120,NaN,1652143,NaN
helloworld,961897,NaN,632758,NaN,178945,NaN,8363,NaN,95,NaN,1782058,NaN
helloworld,961538,NaN,230786,NaN,268835,NaN,10131,NaN,133,NaN,1471423,NaN
helloworld,962924,NaN,354096,NaN,242451,NaN,29488,NaN,110,NaN,1589069,NaN
helloworld,961939,689.3,429186,174481.5,218412,44356.3,14020,10351.2,114,16.1,1623673,129452.5
helloworld,967467,NaN,372218,NaN,293177,NaN,11274,NaN,87,NaN,1644223,NaN
helloworld,967542,NaN,517609,NaN,197087,NaN,8354,NaN,105,NaN,1690697,NaN
helloworld,966052,NaN,238456,NaN,283985,NaN,10206,NaN,104,NaN,1498803,NaN
helloworld,969187,NaN,657472,NaN,186581,NaN,10763,NaN,108,NaN,1824111,NaN
helloworld,967562,1281.9,446438,181076.2,240207,56146.9,10149,1273.8,101,9.5,1664458,134199.6
helloworld,957542,NaN,343527,NaN,212626,NaN,34986,NaN,103,NaN,1548784,NaN
helloworld,965034,NaN,609506,NaN,181992,NaN,8564,NaN,98,NaN,1765194,NaN
helloworld,937621,NaN,228971,NaN,197970,NaN,21842,NaN,93,NaN,1386497,NaN
helloworld,959942,NaN,481115,NaN,196696,NaN,7811,NaN,114,NaN,1645678,NaN
helloworld,955034,12022.1,415779,165243.8,197321,12517.1,18300,12855.3,102,9.0,1586538,160059.6
helloworld,967770,NaN,234101,NaN,204320,NaN,18592,NaN,95,NaN,1424878,NaN
helloworld,978800,NaN,502971,NaN,187674,NaN,8323,NaN,103,NaN,1677871,NaN
helloworld,969850,NaN,363702,NaN,221277,NaN,55435,NaN,60,NaN,1610324,NaN
helloworld,972585,NaN,650935,NaN,188556,NaN,7992,NaN,65,NaN,1820133,NaN
helloworld,972251,4790.4,437927,179497.0,200456,15847.5,22585,22445.7,80,21.4,1633301,164175.5
helloworld,970263,NaN,358893,NaN,230458,NaN,48871,NaN,78,NaN,1608563,NaN
helloworld,973594,NaN,641328,NaN,176728,NaN,8775,NaN,102,NaN,1800527,NaN
helloworld,969184,NaN,217337,NaN,218935,NaN,15023,NaN,124,NaN,1420603,NaN
helloworld,968859,NaN,529644,NaN,179312,NaN,9309,NaN,65,NaN,1687189,NaN
helloworld,970475,2164.2,436800,186802.2,201358,27376.5,20494,19127.9,92,26.1,1629220,159848.1
helloworld,962847,NaN,237031,NaN,224804,NaN,45794,NaN,110,NaN,1470586,NaN
helloworld,970305,NaN,511497,NaN,216744,NaN,8912,NaN,111,NaN,1707569,NaN
helloworld,979746,NaN,618406,NaN,170835,NaN,9602,NaN,86,NaN,1778675,NaN
helloworld,968425,NaN,375975,NaN,190566,NaN,51832,NaN,94,NaN,1586892,NaN
helloworld,970330,7030.6,435727,165492.3,200737,24718.6,29035,22972.0,100,12.3,1635930,135710.0
helloworld,966872,NaN,621011,NaN,178262,NaN,9194,NaN,113,NaN,1775452,NaN
helloworld,962330,NaN,235357,NaN,205324,NaN,44913,NaN,140,NaN,1448064,NaN
helloworld,967174,NaN,501797,NaN,218129,NaN,8290,NaN,154,NaN,1695544,NaN
helloworld,966935,NaN,360863,NaN,200262,NaN,53321,NaN,75,NaN,1581456,NaN
helloworld,965827,2335.5,429757,167636.1,200494,16619.6,28929,23564.8,120,34.8,1625129,142378.2
helloworld,980017,NaN,546763,NaN,190687,NaN,8941,NaN,116,NaN,1726524,NaN
helloworld,981306,NaN,686153,NaN,178292,NaN,8162,NaN,81,NaN,1853994,NaN
helloworld,983189,NaN,399503,NaN,282197,NaN,10936,NaN,103,NaN,1675928,NaN
helloworld,981943,NaN,241224,NaN,232188,NaN,16068,NaN,88,NaN,1471511,NaN
helloworld,981613,1320.9,468410,191409.6,220841,46950.3,11026,3558.1,97,15.6,1681989,159066.9
