Timestamp,iotop read (MB/s),iotop write (MB/s)
21:08:16,46.13,0.23
21:08:16,242.64,0.0
21:08:16,37.74,0.0
21:08:16,93.52,0.0
21:08:17,172.11,0.0
21:08:17,114.47,0.0
21:08:17,152.69,0.0
21:08:17,173.18,0.0
21:08:17,132.38,30.93
21:08:17,205.85,0.0
21:08:17,197.09,0.0
21:08:18,195.59,0.0
21:08:18,130.03,0.0
21:08:18,107.77,0.0
21:08:18,96.33,0.0
21:08:18,87.61,0.0
21:08:18,72.84,0.0
21:08:18,79.19,0.0
21:08:18,100.38,0.0
21:08:19,75.29,0.0
21:08:19,2.58,0.0
21:08:19,47.82,0.0
21:08:19,88.2,0.0
21:08:19,82.39,0.06
21:08:19,3.43,0.06
21:08:19,0.0,0.0
21:08:19,0.03,0.0
21:08:20,1.53,23.35
21:08:20,9.23,0.0
21:08:20,1.43,0.0
21:08:20,0.0,1.35
21:08:20,0.0,2.61
21:08:20,0.03,0.0
21:08:20,16.23,2.95
21:08:21,1.21,1731.39
21:08:21,0.24,257.33
21:08:21,0.0,198.85
21:08:21,0.0,184.14
21:08:21,0.0,186.31
21:08:21,0.0,187.36
21:08:21,0.09,250.24
21:08:21,0.0,124.35
21:08:22,0.0,241.81
21:08:22,0.0,143.85
21:08:22,8.86,31.75
21:08:22,0.0,2.31
21:08:22,0.33,22.79
21:08:22,0.06,115.91
21:08:22,8.18,33.46
21:08:22,8.75,4.18
21:08:23,0.0,0.0
21:08:23,0.0,0.09
21:08:23,0.0,116.34
21:08:23,1.36,3.18
21:08:23,0.0,0.0
21:08:23,0.0,0.0
21:08:23,0.0,0.0
21:08:24,0.0,0.09
21:08:24,0.0,0.0
21:08:24,0.0,0.0
21:08:24,1.52,452.3
21:08:24,15.79,148.94
21:08:24,0.0,170.29
21:08:24,16.31,201.38
21:08:25,7.89,24.29
21:08:25,9.15,5.15
21:08:25,0.0,0.0
21:08:25,0.0,0.0
21:08:25,0.0,0.0
21:08:25,0.0,0.0
21:08:25,0.0,0.0
21:08:25,0.0,0.0
21:08:26,0.0,0.0
21:08:26,0.0,0.0
21:08:26,0.0,0.0
21:08:26,0.0,0.0
21:08:26,0.0,0.0
21:08:26,0.0,0.0
21:08:26,0.03,0.0
21:08:26,0.0,0.0
21:08:27,0.0,0.0
21:08:27,0.0,0.0
21:08:27,0.0,153.29
21:08:27,0.0,197.62
21:08:27,0.0,195.83
21:08:27,0.0,179.18
21:08:27,0.0,237.83
21:08:28,2.2,105.86
21:08:28,0.0,3.41
21:08:28,7.76,0.0
21:08:28,0.0,0.0
21:08:28,0.06,0.0
21:08:28,0.0,0.09
21:08:28,0.06,0.0
21:08:28,0.0,0.0
21:08:29,0.0,0.0
21:08:29,0.0,0.0
21:08:29,0.0,0.0
21:08:29,0.0,0.0
21:08:29,0.0,142.54
21:08:29,0.0,205.44
21:08:29,0.0,193.94
21:08:30,0.0,180.37
21:08:30,0.92,185.79
21:08:30,0.03,161.84
21:08:30,3.04,695.67
21:08:30,0.03,1116.87
21:08:30,0.0,192.87
21:08:30,1.07,128.75
21:08:30,0.03,93.44
21:08:31,0.06,0.0
21:08:31,0.0,0.0
21:08:31,0.0,0.0
21:08:31,0.03,84.41
21:08:31,0.0,129.55
21:08:31,0.0,184.61
21:08:31,0.0,124.79
21:08:32,0.0,180.71
21:08:32,0.0,189.17
21:08:32,0.0,119.69
21:08:32,0.0,186.55
21:08:32,0.0,135.36
21:08:32,0.0,157.08
21:08:32,0.12,3.19
